s,st,b,q,ba,qa,i,ts,an,qn,o,h,l,c,v,qv,y,as,pm,pn,cs,tags,pom,pomt,etf
UNFIBUSD,TRADING,UNFI,BUSD,,,0.01,0.0001,Unifi Protocol DAO,BUSD,7.0185,10,6.89,9.5,177475.38,1551606.611392,0,177475.38,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
UNFIUSDT,TRADING,UNFI,USDT,,,0.01,0.0001,Unifi Protocol DAO,TetherUS,7.0476,9.86,6.866,9.524,3323749.34,29002512.949333,0,3323749.34,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
UNIBNB,TRADING,UNI,BNB,,,0.1,0.00001,Uniswap,BNB,0.1227,0.13155,0.12177,0.1286,70672.1,8937.512127,0,70672.1,BNB,BNB,,"[""defi""]",,,
UNIBTC,TRADING,UNI,BTC,,฿,1,1e-8,Uniswap,Bitcoin,0.00018794,0.00020236,0.0001853,0.00019793,1004482,195.02129518,0,1004482,BTC,BTC,,"[""defi""]",,,
UNIBUSD,TRADING,UNI,BUSD,,,0.01,0.0001,Uniswap,BUSD,3.5976,3.8781,3.5613,3.7732,581171.76,2170695.198712,0,581171.76,USDⓈ,USDⓈ,,"[""defi""]",,,
UNIUSDT,TRADING,UNI,USDT,,,0.01,0.0001,Uniswap,TetherUS,3.5984,3.8794,3.5617,3.7716,5993705.97,22304718.223548,0,5993705.97,USDⓈ,USDⓈ,,"[""defi""]",,,
USDCUSDT,TRADING,USDC,USDT,,,0.01,0.0001,USD Coin,TetherUS,0.9995,1.0001,0.9993,0.9997,28257958.06,28250663.45047,0,28257958.06,USDⓈ,USDⓈ,12748949,[],,,
USDTBIDR,TRADING,USDT,BIDR,,,0.01,1,TetherUS,BIDR,14134,14134,14070,14103,841154,11865737287.33,0,841153.26,USDⓈ,USDⓈ,19682010789,[],,,
USDTBKRW,TRADING,USDT,BKRW,,,0.1,0.01,TetherUS,Binance KRW,1084.98,1093.95,1083,1090.28,178923.5,194411930.143,0,178923.5,USDⓈ,USDⓈ,19682010789,[],,,
USDTBRL,TRADING,USDT,BRL,,,0.01,0.001,TetherUS,Brazilian Real,5.182,5.191,5.085,5.143,415518.95,2136473.05871,0,415518.95,USDⓈ,USDⓈ,19682010789,[],,,
USDTDAI,TRADING,USDT,DAI,,,0.01,0.0001,TetherUS,Dai,0.9953,0.9967,0.9945,0.9951,2615119.98,2603454.276485,0,2615119.98,USDⓈ,USDⓈ,19682010789,[],,,
USDTIDRT,TRADING,USDT,IDRT,,,0.01,1,TetherUS,Rupiah Token,14162,14162,14052,14160,61648,869708103.45,0,61647.21,USDⓈ,USDⓈ,19682010789,[],,,
USDTNGN,TRADING,USDT,NGN,,,0.01,0.01,TetherUS,Nigerian Naira,477.75,485.53,477.75,484,3530077.83,1700331296.1302,0,3530077.83,USDⓈ,USDⓈ,19682010789,[],,,
USDTRUB,TRADING,USDT,RUB,,,0.1,0.001,TetherUS,Russian Ruble,74.05,74.5,73.261,73.644,675971.1,49961010.3569,0,675971.1,USDⓈ,USDⓈ,19682010789,[],,,
USDTTRY,TRADING,USDT,TRY,,,0.01,0.001,TetherUS,Turkish Lira,7.829,7.853,7.797,7.834,2152623.51,16868321.83108,0,2152623.51,USDⓈ,USDⓈ,19682010789,[],,,
USDTUAH,TRADING,USDT,UAH,,,0.1,0.001,TetherUS,Ukraine Hryvnia,28.202,28.299,28.1,28.166,157141.5,4432340.9127,0,157141.5,USDⓈ,USDⓈ,19682010789,[],,,
USDTZAR,TRADING,USDT,ZAR,,,0.1,0.001,TetherUS,South African Rand,15.703,15.763,15.607,15.689,13981,219313.5464,0,13981,USDⓈ,USDⓈ,19682010789,[],,,
UTKBTC,TRADING,UTK,BTC,,฿,1,1e-8,Utrust,Bitcoin,0.00000601,0.00000623,0.00000589,0.00000612,2273551,13.71873865,0,2273551,BTC,BTC,450000000,[],,,
UTKUSDT,TRADING,UTK,USDT,,,0.01,0.0001,Utrust,TetherUS,0.1151,0.1199,0.1124,0.116,3380853.89,392278.236053,0,3380853.89,USDⓈ,USDⓈ,450000000,[],,,
VETBNB,TRADING,VET,BNB,,,1,1e-7,VeChain,BNB,0.0005811,0.000632,0.0005631,0.0006207,31760817,19215.5467201,0,31760817,BNB,BNB,55454734800,"[""pos"",""mining-zone""]",,,
VETBTC,TRADING,VET,BTC,,฿,1,1e-8,VeChain,Bitcoin,9e-7,9.8e-7,8.5e-7,9.6e-7,814570869,747.21663588,0,814570869,BTC,BTC,55454734800,"[""pos"",""mining-zone""]",,,
VETBUSD,TRADING,VET,BUSD,,,1,0.000001,VeChain,BUSD,0.01716,0.0185,0.016444,0.018333,56426053,988117.505009,0,56426053,USDⓈ,USDⓈ,55454734800,"[""pos"",""mining-zone""]",,,
VETETH,TRADING,VET,ETH,,Ξ,1,1e-8,VeChain,Ethereum,0.00002874,0.00003144,0.00002776,0.00003095,80522344,2394.7368987,0,80522344,ALTS,ALTS,55454734800,"[""pos"",""mining-zone""]",,,
VETUSDT,TRADING,VET,USDT,,,1,0.000001,VeChain,TetherUS,0.017096,0.018499,0.016442,0.01818,1891296378,33394604.26607,0,1891296378,USDⓈ,USDⓈ,55454734800,"[""pos"",""mining-zone""]",,,
VIABTC,TRADING,VIA,BTC,,฿,1,1e-8,Viacoin,Bitcoin,0.00001116,0.00001146,0.0000108,0.00001095,624648,6.9327651,0,624648,BTC,BTC,23172310,"[""pow"",""mining-zone""]",,,
VIBBTC,TRADING,VIB,BTC,,฿,1,1e-8,Viberate,Bitcoin,8e-7,8.6e-7,7.9e-7,8.6e-7,27625301,22.95308795,0,27625301,BTC,BTC,194279794,[],,,
VIBEBTC,TRADING,VIBE,BTC,,฿,1,1e-8,VIBE,Bitcoin,8.3e-7,8.8e-7,8.3e-7,8.5e-7,2631624,2.23298471,0,2631624,BTC,BTC,260136426,[],,,
VIBETH,TRADING,VIB,ETH,,Ξ,1,1e-8,Viberate,Ethereum,0.00002571,0.00002797,0.0000257,0.00002755,7160648,193.08846244,0,7160648,ALTS,ALTS,194279794,[],,,
VIDTBTC,TRADING,VIDT,BTC,,฿,1,1e-8,VIDT Datalink,Bitcoin,0.00003837,0.00004,0.00003663,0.00003696,471226,17.8219338,0,471226,BTC,BTC,,"[""innovation-zone""]",,,
VIDTBUSD,TRADING,VIDT,BUSD,,,0.01,0.0001,VIDT Datalink,BUSD,0.7323,0.7515,0.6994,0.706,157169.64,113058.700134,0,157169.64,USDⓈ,USDⓈ,,"[""innovation-zone""]",,,
VITEBTC,TRADING,VITE,BTC,,฿,1,1e-8,VITE,Bitcoin,8e-7,8.2e-7,7.9e-7,8.2e-7,3159438,2.5377268,0,3159438,BTC,BTC,473161222,"[""pos"",""mining-zone""]",,,
VITEUSDT,TRADING,VITE,USDT,,,0.1,0.00001,VITE,TetherUS,0.01539,0.01555,0.01526,0.01546,11059611.9,170195.545498,0,11059611.9,USDⓈ,USDⓈ,473161222,"[""pos"",""mining-zone""]",,,
VTHOBNB,TRADING,VTHO,BNB,,,1,1e-8,VeThor Token,BNB,0.0000275,0.00002854,0.00002699,0.00002805,19242985,536.68909872,0,19242985,BNB,BNB,,[],,,
VTHOUSDT,TRADING,VTHO,USDT,,,1,0.000001,VeThor Token,TetherUS,0.000804,0.000839,0.000792,0.000829,168140250,137071.688185,0,168140250,USDⓈ,USDⓈ,,[],,,
WABIBNB,TRADING,WABI,BNB,,,1,0.000001,TAEL,BNB,0.002899,0.002914,0.002709,0.002751,139388,391.215418,0,139388,BNB,BNB,54967512,"[""pos"",""mining-zone""]",,,
WABIBTC,TRADING,WABI,BTC,,฿,1,1e-8,TAEL,Bitcoin,0.00000441,0.00000444,0.00000416,0.00000422,2197629,9.41799421,0,2197629,BTC,BTC,54967512,"[""pos"",""mining-zone""]",,,
WANBNB,TRADING,WAN,BNB,,,0.1,0.00001,Wanchain,BNB,0.01155,0.01202,0.01135,0.01181,57512.9,669.637379,0,57512.9,BNB,BNB,168927112,"[""pos"",""mining-zone""]",,,
WANBTC,TRADING,WAN,BTC,,฿,1,1e-8,Wanchain,Bitcoin,0.00001763,0.0000185,0.00001729,0.00001811,1049026,18.77595005,0,1049026,BTC,BTC,168927112,"[""pos"",""mining-zone""]",,,
WANETH,TRADING,WAN,ETH,,Ξ,0.01,0.000001,Wanchain,Ethereum,0.000568,0.000597,0.000557,0.000588,104050.49,60.14254341,0,104050.49,ALTS,ALTS,168927112,"[""pos"",""mining-zone""]",,,
WANUSDT,TRADING,WAN,USDT,,,0.01,0.0001,Wanchain,TetherUS,0.338,0.3541,0.3304,0.3454,940348.8,322734.099208,0,940348.8,USDⓈ,USDⓈ,168927112,"[""pos"",""mining-zone""]",,,
WAVESBNB,TRADING,WAVES,BNB,,,0.1,0.00001,Waves,BNB,0.28736,0.31639,0.27831,0.30923,12099.74,3628.869758,0,12099.74,BNB,BNB,103727914,"[""pos"",""mining-zone""]",,,
WAVESBTC,TRADING,WAVES,BTC,,฿,0.01,1e-7,Waves,Bitcoin,0.00044,0.0004867,0.0004227,0.0004737,1058720.09,488.8874675,0,1058720.09,BTC,BTC,103727914,"[""pos"",""mining-zone""]",,,
WAVESBUSD,TRADING,WAVES,BUSD,,,0.01,0.0001,Waves,BUSD,8.3945,9.3354,8.1388,9.0125,86291.64,769310.489538,0,86291.64,USDⓈ,USDⓈ,103727914,"[""pos"",""mining-zone""]",,,
WAVESETH,TRADING,WAVES,ETH,,Ξ,0.01,0.000001,Waves,Ethereum,0.014153,0.015655,0.013725,0.015317,43947.09,649.49653089,0,43947.09,ALTS,ALTS,103727914,"[""pos"",""mining-zone""]",,,
WAVESUSDT,TRADING,WAVES,USDT,,,0.01,0.0001,Waves,TetherUS,8.4115,9.32,8.1389,9.0063,3244286.14,28685427.116204,0,3244286.14,USDⓈ,USDⓈ,103727914,"[""pos"",""mining-zone""]",,,
WBTCBTC,TRADING,WBTC,BTC,,฿,0.0001,0.00001,Wrapped Bitcoin,Bitcoin,0.99907,1.00098,0.99907,0.99929,90.3557,90.37453335,0,90.3557,BTC,BTC,,[],,,
WBTCETH,TRADING,WBTC,ETH,,Ξ,0.0001,0.0001,Wrapped Bitcoin,Ethereum,32.1158,32.52,32.0998,32.3317,12.5988,407.14490243,0,12.5988,ALTS,ALTS,,[],,,
WINBNB,TRADING,WIN,BNB,,,1,1e-8,WINK,BNB,0.00000259,0.00000312,0.00000257,0.00000305,1504004809,4190.83601447,0,1504004809,BNB,BNB,209734500000,[],,,
WINGBNB,TRADING,WING,BNB,,,0.01,0.0001,Wing Token,BNB,0.3676,0.4507,0.3652,0.4089,8798.79,3636.024884,0,8798.79,BNB,BNB,,"[""defi"",""innovation-zone""]",,,
WINGBTC,TRADING,WING,BTC,,฿,0.001,0.000001,Wing Token,Bitcoin,0.000561,0.000695,0.000553,0.000629,122819.433,77.84430846,0,122819.433,BTC,BTC,,"[""defi"",""innovation-zone""]",,,
WINGBUSD,TRADING,WING,BUSD,,,0.001,0.001,Wing Token,BUSD,10.754,13.5,10.726,12.009,13311.008,160912.504375,0,13311.008,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
WINGUSDT,TRADING,WING,USDT,,,0.001,0.001,Wing Token,TetherUS,10.697,13.346,10.614,12.039,333683.954,4038942.344383,0,333683.954,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
WINTRX,TRADING,WIN,TRX,,,0.1,0.00001,WINK,TRON,0.00247,0.00298,0.00246,0.00296,4051468411.1,10806900.480795,0,4051468411.1,ALTS,ALTS,209734500000,[],,,
WINUSDC,TRADING,WIN,USDC,,,1,1e-7,WINK,USD Coin,0.000076,0.0000899,0.0000751,0.0000891,346608015,28034.9605868,0,346608015,USDⓈ,USDⓈ,209734500000,[],,,
WINUSDT,TRADING,WIN,USDT,,,1,1e-8,WINK,TetherUS,0.00007607,0.00009,0.0000749,0.00008918,13315696053,1082278.82528621,0,13315696053,USDⓈ,USDⓈ,209734500000,[],,,
WNXMBNB,TRADING,WNXM,BNB,,,0.001,0.001,Wrapped NXM,BNB,0.786,0.794,0.74,0.776,428.272,328.233269,0,428.272,BNB,BNB,,"[""defi"",""innovation-zone""]",,,
WNXMBTC,TRADING,WNXM,BTC,,฿,0.001,0.000001,Wrapped NXM,Bitcoin,0.001207,0.001213,0.001134,0.001189,7389.702,8.64988024,0,7389.702,BTC,BTC,,"[""defi"",""innovation-zone""]",,,
WNXMUSDT,TRADING,WNXM,USDT,,,0.001,0.001,Wrapped NXM,TetherUS,23.068,23.3,21.703,22.601,35388.475,794583.726082,0,35388.475,USDⓈ,USDⓈ,,"[""defi"",""innovation-zone""]",,,
YFIBUSD,TRADING,YFI,BUSD,,,0.000001,0.01,yearn.finance,BUSD,28781.79,29400,27923.85,28722.03,66.94,1925215.50133322,0,66.935349,USDⓈ,USDⓈ,,"[""defi""]",,,
YFIEUR,TRADING,YFI,EUR,,,0.000001,0.01,yearn.finance,Euro,23930.11,24272.32,23055.45,23741.9,5.67,134853.10524359,0,5.66144,USDⓈ,USDⓈ,,"[""defi""]",,,
YFIIBNB,TRADING,YFII,BNB,,,0.0001,0.01,DFI.Money,BNB,66.16,69.37,65.89,66.7,72.96,4913.932812,0,72.9515,BNB,BNB,,"[""defi""]",,,
YFIIBTC,TRADING,YFII,BTC,,฿,0.0001,0.00001,DFI.Money,Bitcoin,0.10142,0.10673,0.10021,0.10242,633.3031,65.2910221,0,633.3031,BTC,BTC,,"[""defi""]",,,
XTZUSDT,TRADING,XTZ,USDT,,,0.01,0.0001,Tezos,TetherUS,2.3054,2.3279,2.2262,2.2506,3142266.8,7167213.168914,0,3142266.8,USDⓈ,USDⓈ,607489041,"[""pos"",""mining-zone""]",,,
YFIIBUSD,TRADING,YFII,BUSD,,,0.000001,0.01,DFI.Money,BUSD,1951.02,2047.7,1929.07,1949.82,62.24,124047.17419326,0,62.235818,USDⓈ,USDⓈ,,"[""defi""]",,,
YFIIUSDT,TRADING,YFII,USDT,,,0.000001,0.01,DFI.Money,TetherUS,1938.27,2047.42,1923.45,1950.03,5571.27,11025317.48959661,0,5571.263179,USDⓈ,USDⓈ,,"[""defi""]",,,
YFIBTC,TRADING,YFI,BTC,,฿,0.0001,0.00001,yearn.finance,Bitcoin,1.49839,1.5311,1.44826,1.50455,366.8058,547.15608708,0,366.8058,BTC,BTC,,"[""defi""]",,,
YFIBNB,TRADING,YFI,BNB,,,0.0001,0.01,yearn.finance,BNB,980.13,996.48,955.84,978.37,6.63,6435.3098,0,6.6216,BNB,BNB,,"[""defi""]",,,
XZCUSDT,TRADING,XZC,USDT,,,0.001,0.001,Firo,TetherUS,3.935,4.093,3.82,3.868,83874.607,328498.767473,0,83874.607,USDⓈ,USDⓈ,11182443,"[""pow"",""mining-zone""]",,,
XZCETH,TRADING,XZC,ETH,,Ξ,0.01,0.000001,Firo,Ethereum,0.006627,0.00676,0.006522,0.006522,11138.21,74.0790647,0,11138.21,ALTS,ALTS,11182443,"[""pow"",""mining-zone""]",,,
XZCBTC,TRADING,XZC,BTC,,฿,0.01,1e-7,Firo,Bitcoin,0.0002054,0.000213,0.000201,0.0002015,76295.64,15.65809462,0,76295.64,BTC,BTC,11182443,"[""pow"",""mining-zone""]",,,
XVSUSDT,TRADING,XVS,USDT,,,0.001,0.001,Venus,TetherUS,2.985,3.54,2.934,3.528,997079.325,3245183.812826,0,997079.325,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
XVSBUSD,TRADING,XVS,BUSD,,,0.001,0.001,Venus,BUSD,2.979,3.55,2.938,3.526,74903.534,241914.444942,0,74903.534,USDⓈ,USDⓈ,,"[""innovation-zone"",""defi""]",,,
XVSBTC,TRADING,XVS,BTC,,฿,0.01,1e-7,Venus,Bitcoin,0.0001559,0.0001854,0.0001527,0.0001846,316328.3,53.90354564,0,316328.3,BTC,BTC,,"[""innovation-zone"",""defi""]",,,
XVSBNB,TRADING,XVS,BNB,,,0.01,0.0001,Venus,BNB,0.1021,0.1208,0.1001,0.1203,109577.87,12120.11876,0,109577.87,BNB,BNB,,"[""innovation-zone"",""defi""]",,,
XVGBTC,TRADING,XVG,BTC,,฿,1,1e-8,Verge,Bitcoin,3.6e-7,3.7e-7,3.5e-7,3.5e-7,82472134,29.49488031,0,82472134,BTC,BTC,16399694143,"[""pow"",""mining-zone""]",,,
YFIUSDT,TRADING,YFI,USDT,,,0.000001,0.01,yearn.finance,TetherUS,28692.22,29405.78,27894.98,28668.07,1570.69,44992421.605881,0,1570.689989,USDⓈ,USDⓈ,,"[""defi""]",,,
YOYOBTC,TRADING,YOYO,BTC,,฿,1,1e-8,YOYOW,Bitcoin,5.3e-7,5.4e-7,5.2e-7,5.4e-7,5043326,2.67785156,0,5043326,BTC,BTC,488354142,"[""pow"",""mining-zone""]",,,
ZILBIDR,TRADING,ZIL,BIDR,1,,1,0.01,Zilliqa,BIDR,488.16,512.35,478.41,500,2149704,1074312679.21,0,2149704,USDⓈ,USDⓈ,10721498937,"[""pow"",""mining-zone""]",,,
ZILBNB,TRADING,ZIL,BNB,1,,1,1e-7,Zilliqa,BNB,0.0011935,0.0012364,0.0011494,0.0012039,2855847,3413.1413598,0,2855847,BNB,BNB,10721498937,"[""pow"",""mining-zone""]",,,
ZILBTC,TRADING,ZIL,BTC,1,฿,1,1e-8,Zilliqa,Bitcoin,0.00000183,0.0000019,0.00000175,0.00000185,150133789,274.45975264,0,150133789,BTC,BTC,10721498937,"[""pow"",""mining-zone""]",,,
ZILBUSD,TRADING,ZIL,BUSD,1,,0.1,0.00001,Zilliqa,BUSD,0.03512,0.03651,0.0335,0.03511,13733226.7,482125.35393,0,13733226.7,USDⓈ,USDⓈ,10721498937,"[""pow"",""mining-zone""]",,,
ZILETH,TRADING,ZIL,ETH,1,Ξ,1,1e-8,Zilliqa,Ethereum,0.00005892,0.00006166,0.00005671,0.00005967,16939762,1002.69049429,0,16939762,ALTS,ALTS,10721498937,"[""pow"",""mining-zone""]",,,
ZILUSDT,TRADING,ZIL,USDT,1,,0.1,0.00001,Zilliqa,TetherUS,0.0351,0.03649,0.03345,0.03513,379123482.4,13288274.179205,0,379123482.4,USDⓈ,USDⓈ,10721498937,"[""pow"",""mining-zone""]",,,
ZRXBNB,TRADING,ZRX,BNB,,,0.1,0.00001,0x,BNB,0.01359,0.014,0.01352,0.0138,26645.6,366.781467,0,26645.6,BNB,BNB,743937911,"[""defi""]",,,
ZRXBUSD,TRADING,ZRX,BUSD,,,0.01,0.0001,0x,BUSD,0.3957,0.4128,0.3942,0.4047,85235.24,34483.961568,0,85235.24,USDⓈ,USDⓈ,743937911,"[""defi""]",,,
ZENUSDT,TRADING,ZEN,USDT,,,0.001,0.001,Horizen,TetherUS,12.021,12.482,11.5,11.855,264706.87,3152831.284902,0,264706.87,USDⓈ,USDⓈ,10516362,"[""pow"",""mining-zone""]",,,
ZENETH,TRADING,ZEN,ETH,,Ξ,0.001,0.00001,Horizen,Ethereum,0.02024,0.02082,0.01939,0.02014,8498.473,170.26521721,0,8498.473,ALTS,ALTS,10516362,"[""pow"",""mining-zone""]",,,
ZECBNB,TRADING,ZEC,BNB,,,0.001,0.001,Zcash,BNB,2.488,2.616,2.488,2.538,675.012,1718.418701,0,675.012,BNB,BNB,5196519,"[""pow"",""mining-zone""]",,,
ZECBTC,TRADING,ZEC,BTC,,฿,0.001,0.000001,Zcash,Bitcoin,0.003807,0.003996,0.003795,0.003905,56561.136,220.64949493,0,56561.136,BTC,BTC,5196519,"[""pow"",""mining-zone""]",,,
ZECBUSD,TRADING,ZEC,BUSD,,,0.00001,0.01,Zcash,BUSD,72.89,76.85,72.4,74.44,2744.5,206437.7213548,0,2744.49276,USDⓈ,USDⓈ,5196519,"[""pow"",""mining-zone""]",,,
ZECETH,TRADING,ZEC,ETH,,Ξ,0.001,0.00001,Zcash,Ethereum,0.12244,0.12906,0.12244,0.12672,2117.546,265.73488839,0,2117.546,ALTS,ALTS,5196519,"[""pow"",""mining-zone""]",,,
ZECUSDC,TRADING,ZEC,USDC,,,0.00001,0.01,Zcash,USD Coin,72.5,76.51,72.5,74.3,114.62,8526.6188664,0,114.61974,USDⓈ,USDⓈ,5196519,"[""pow"",""mining-zone""]",,,
ZECUSDT,TRADING,ZEC,USDT,,,0.00001,0.01,Zcash,TetherUS,72.85,76.84,72.36,74.46,225052.88,16866966.1728916,0,225052.87859,USDⓈ,USDⓈ,5196519,"[""pow"",""mining-zone""]",,,
ZENBNB,TRADING,ZEN,BNB,,,0.01,0.0001,Horizen,BNB,0.4117,0.4251,0.393,0.404,4499.4,1824.43861,0,4499.4,BNB,BNB,10516362,"[""pow"",""mining-zone""]",,,
ZENBTC,TRADING,ZEN,BTC,,฿,0.01,1e-7,Horizen,Bitcoin,0.0006297,0.0006448,0.0005986,0.000622,95013.23,58.89171531,0,95013.23,BTC,BTC,10516362,"[""pow"",""mining-zone""]",,,
ZRXUSDT,TRADING,ZRX,USDT,,,0.01,0.0001,0x,TetherUS,0.3985,0.4134,0.3939,0.4046,2820731.32,1141908.477719,0,2820731.32,USDⓈ,USDⓈ,743937911,"[""defi""]",,,
WPRBTC,TRADING,WPR,BTC,,฿,1,1e-8,WePower,Bitcoin,4.4e-7,4.7e-7,4.3e-7,4.6e-7,17766301,7.9800766,0,17766301,BTC,BTC,674917907,[],,,
XLMBUSD,TRADING,XLM,BUSD,,,0.1,0.00001,Stellar Lumens,BUSD,0.17288,0.17683,0.16448,0.16693,1849502.9,316006.070737,0,1849502.9,USDⓈ,USDⓈ,21718544956,"[""mining-zone""]",,,
XLMETH,TRADING,XLM,ETH,,Ξ,1,1e-8,Stellar Lumens,Ethereum,0.00029151,0.00029261,0.00028069,0.00028368,1669121,480.08970228,0,1669121,ALTS,ALTS,21718544956,"[""mining-zone""]",,,
XLMUSDT,TRADING,XLM,USDT,,,0.1,0.00001,Stellar Lumens,TetherUS,0.1731,0.17657,0.16437,0.16679,164554595.3,28134682.638677,0,164554595.3,USDⓈ,USDⓈ,21718544956,"[""mining-zone""]",,,
XMRBNB,TRADING,XMR,BNB,,,0.001,0.001,Monero,BNB,4.508,4.915,4.507,4.725,1585.618,7480.385851,0,1585.618,BNB,BNB,17778540,"[""pow"",""mining-zone""]",,,
XMRBTC,TRADING,XMR,BTC,,฿,0.001,0.000001,Monero,Bitcoin,0.00691,0.0075,0.006871,0.00726,112761.414,818.09249566,0,112761.414,BTC,BTC,17778540,"[""pow"",""mining-zone""]",,,
XMRBUSD,TRADING,XMR,BUSD,,,0.00001,0.01,Monero,BUSD,132.29,144.38,131.23,138.77,2819.57,393025.1522367,0,2819.56149,USDⓈ,USDⓈ,17778540,"[""pow"",""mining-zone""]",,,
XMRETH,TRADING,XMR,ETH,,Ξ,0.001,0.00001,Monero,Ethereum,0.22231,0.2422,0.22168,0.23521,4074.745,957.1799557,0,4074.745,ALTS,ALTS,17778540,"[""pow"",""mining-zone""]",,,
XMRUSDT,TRADING,XMR,USDT,,,0.00001,0.01,Monero,TetherUS,132.21,144.11,131.09,138.42,181094.88,25232408.0387495,0,181094.87035,USDⓈ,USDⓈ,17778540,"[""pow"",""mining-zone""]",,,
XLMBTC,TRADING,XLM,BTC,,฿,1,1e-8,Stellar Lumens,Bitcoin,0.00000903,0.00000913,0.00000866,0.00000875,30602831,272.0519749,0,30602831,BTC,BTC,21718544956,"[""mining-zone""]",,,
XLMBNB,TRADING,XLM,BNB,,,1,0.000001,Stellar Lumens,BNB,0.005938,0.006,0.00565,0.005695,1319975,7673.583298,0,1319975,BNB,BNB,21718544956,"[""mining-zone""]",,,
XEMUSDT,TRADING,XEM,USDT,,,0.01,0.0001,NEM,TetherUS,0.2424,0.2575,0.2242,0.2377,17465822.54,4151620.688524,0,17465822.54,USDⓈ,USDⓈ,8999999999,"[""pos"",""mining-zone""]",,,
WRXBNB,TRADING,WRX,BNB,,,1,0.000001,WazirX,BNB,0.002693,0.002715,0.002644,0.002669,37433,100.248004,0,37433,BNB,BNB,186821429,[],,,
WRXBTC,TRADING,WRX,BTC,,฿,1,1e-8,WazirX,Bitcoin,0.00000414,0.00000414,0.00000404,0.00000409,889796,3.63293451,0,889796,BTC,BTC,186821429,[],,,
WRXBUSD,TRADING,WRX,BUSD,,,0.1,0.00001,WazirX,BUSD,0.07887,0.07945,0.0773,0.07788,115714.8,9041.789342,0,115714.8,USDⓈ,USDⓈ,186821429,[],,,
WRXUSDT,TRADING,WRX,USDT,,,0.1,0.00001,WazirX,TetherUS,0.0791,0.07955,0.07736,0.07793,2003932.6,157052.864138,0,2003932.6,USDⓈ,USDⓈ,186821429,[],,,
WTCBNB,TRADING,WTC,BNB,,,0.1,0.00001,Walton,BNB,0.01258,0.01263,0.012,0.01204,81317.9,999.591027,0,81317.9,BNB,BNB,72133493,"[""pow"",""pos"",""mining-zone""]",,,
WTCUSDT,TRADING,WTC,USDT,,,0.01,0.0001,Walton,TetherUS,0.3654,0.372,0.3495,0.3543,995480.76,357930.46125,0,995480.76,USDⓈ,USDⓈ,72133493,"[""pow"",""pos"",""mining-zone""]",,,
XEMBTC,TRADING,XEM,BTC,,฿,1,1e-8,NEM,Bitcoin,0.00001264,0.00001331,0.00001181,0.00001245,40625619,505.21134042,0,40625619,BTC,BTC,8999999999,"[""pos"",""mining-zone""]",,,
XEMETH,TRADING,XEM,ETH,,Ξ,1,1e-8,NEM,Ethereum,0.000406,0.00042934,0.00038263,0.00040422,2482291,996.57900302,0,2482291,ALTS,ALTS,8999999999,"[""pos"",""mining-zone""]",,,
XRPAUD,TRADING,XRP,AUD,,,0.1,0.00001,Ripple,Australia Dollar,0.835,0.84604,0.80129,0.8194,296602.5,245361.956241,0,296602.5,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPBKRW,TRADING,XRP,BKRW,,,0.1,0.01,Ripple,Binance KRW,671.37,676.77,644.45,658.92,105451.9,69998330.815,0,105451.9,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPBNB,TRADING,XRP,BNB,,,0.1,0.00001,Ripple,BNB,0.02116,0.02129,0.0201,0.02057,1494248.1,30988.683311,0,1494248.1,BNB,BNB,45334295892,"[""mining-zone""]",,,
XRPTUSD,TRADING,XRP,TUSD,,,0.1,0.00001,Ripple,TrueUSD,0.61808,0.62348,0.5908,0.60387,653397.8,397277.044711,0,653397.8,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPUSDC,TRADING,XRP,USDC,,,0.1,0.00001,Ripple,USD Coin,0.62576,0.62618,0.59135,0.6046,2167506.6,1323980.564488,0,2167506.6,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XRPUSDT,TRADING,XRP,USDT,,,0.1,0.00001,Ripple,TetherUS,0.61901,0.626,0.59084,0.6037,414024080.9,252219175.148298,0,414024080.9,USDⓈ,USDⓈ,45334295892,"[""mining-zone""]",,,
XTZBNB,TRADING,XTZ,BNB,,,0.1,0.00001,Tezos,BNB,0.07902,0.07902,0.07652,0.07694,40631.3,3164.351288,0,40631.3,BNB,BNB,607489041,"[""pos"",""mining-zone""]",,,
XTZBTC,TRADING,XTZ,BTC,,฿,0.01,1e-7,Tezos,Bitcoin,0.0001204,0.0001206,0.0001176,0.0001181,1484183.8,176.16977888,0,1484183.8,BTC,BTC,607489041,"[""pos"",""mining-zone""]",,,
XTZBUSD,TRADING,XTZ,BUSD,,,0.01,0.0001,Tezos,BUSD,2.3133,2.327,2.2259,2.2545,123355.28,281295.212008,0,123355.28,USDⓈ,USDⓈ,607489041,"[""pos"",""mining-zone""]",,,
